Opportunity_External_ID__c,Name,AccountId,StageName,CloseDate,Amount,Description
reimanfoundationinc_opty,"Reiman Foundation, Inc. Grant Application",001Ox00001aKcFMIA0,Prospecting,2026-12-31,,
thewallacefoundation_opty,The Wallace Foundation Grant Application,001Ox00001aHKWgIAO,Prospecting,2026-12-31,,Grant range: --
newyorkfoundation_opty,New York Foundation Grant Application,001Ox00001aKcFNIA0,Prospecting,2026-12-31,,Grant range: In 2024 NYF will have only 1 grant cycle due March 1
danpaulfoundationgrants_opty,DanPaul Foundation Grants Grant Application,001Ox00001aKcFOIA0,Prospecting,2026-12-31,,
northstarfund_opty,North Star Fund Grant Application,001Ox00001aKcFPIA0,Prospecting,2026-12-31,,
mortonkjaneblausteinfoundation_opty,Morton K & Jane Blaustein Foundation Grant Application,001Ox00001aKcFQIA0,Prospecting,2026-12-31,,Grant range: LOI accepted on Rolling Basis                  Have Contact form on website so they can advise about potential submission
lilahhilliardfisherfoundation_opty,Lilah Hilliard Fisher Foundation Grant Application,001Ox00001aKcFRIA0,Prospecting,2026-12-31,,
wallaceglobalfund_opty,Wallace Global Fund Grant Application,001Ox00001aKcFSIA0,Prospecting,2026-12-31,,
bernardandaudrerapoportfoundation_opty,Bernard and Audre Rapoport Foundation Grant Application,001Ox00001aKcFTIA0,Prospecting,2026-12-31,,
theketteringfamilyfoundation_opty,The Kettering Family Foundation Grant Application,001Ox00001aKcFUIA0,Prospecting,2026-12-31,,
altmanfoundation_opty,Altman Foundation Grant Application,001Ox00001aKbHlIAK,Prospecting,2026-12-31,,
lilahhillardfisherfoundation_opty,Lilah Hillard FIsher Foundation Grant Application,001Ox00001ayQ8xIAE,Prospecting,2026-12-31,,
mgmresortsfoundationcommunitygrantfund_opty,MGM Resorts Foundation Community Grant Fund Grant Application,001Ox00001aKcFWIA0,Prospecting,2026-12-31,,
mbednazalefoundationgrant_opty,M.B. & Edna Zale Foundation Grant Grant Application,001Ox00001aKcFXIA0,Prospecting,2026-12-31,,
theislandfoundation_opty,The Island Foundation Grant Application,001Ox00001aKcFYIA0,Prospecting,2026-12-31,,
theschermanfoundation_opty,The Scherman Foundation Grant Application,001Ox00001aKcFZIA0,Prospecting,2026-12-31,,
stevenalexandracohenfoundation_opty,Steven & Alexandra Cohen Foundation Grant Application,001Ox00001aJTCYIA4,Prospecting,2026-12-31,,
theluciusnlittauerfoundation_opty,The Lucius N. Littauer Foundation Grant Application,001Ox00001aKcFaIAK,Prospecting,2026-12-31,,Grant range: Rolling
jezbbutlerfoundationinc_opty,"J. E. & Z. B. BUTLER FOUNDATION, INC. Grant Application",001Ox00001aKcFbIAK,Prospecting,2026-12-31,,
meringofffamilyfoundation_opty,Meringoff Family Foundation Grant Application,001Ox00001V7FljIAF,Prospecting,2026-12-31,,
unitedwayofnyc_opty,United Way of NYC Grant Application,001Ox00001aKcFcIAK,Prospecting,2026-12-31,,
opensocietyfoundations_opty,Open Society Foundations Grant Application,001Ox00001aKcFdIAK,Prospecting,2026-12-31,,
ajafoundation_opty,AJA Foundation Grant Application,001Ox00001aKcFeIAK,Prospecting,2026-12-31,,
cherylsabanselfworthfoundationforwomengirls_opty,Cheryl Saban Self Worth Foundation for Women & Girls Grant Application,001Ox00001aKcFfIAK,Prospecting,2026-12-31,,
openmeadowfoundation_opty,Open Meadow Foundation Grant Application,001Ox00001aKcFgIAK,Prospecting,2026-12-31,,
prospecthillfoundation_opty,Prospect Hill Foundation Grant Application,001Ox00001aHKWpIAO,Prospecting,2026-12-31,,
theleonamandharrybhemsleycharitabletrust_opty,The Leona M and Harry B.  Hemsley Charitable Trust Grant Application,001Ox00001aKcFhIAK,Prospecting,2026-12-31,,
hispanicheritagefoundation_opty,Hispanic Heritage Foundation Grant Application,001Ox00001aKcFiIAK,Prospecting,2026-12-31,,
thepershingsquarefoundation_opty,The Pershing Square Foundation Grant Application,001Ox00001aKcFjIAK,Prospecting,2026-12-31,,
allstatefoundationracialequitygrant_opty,Allstate Foundation Racial Equity Grant Grant Application,001Ox00001aKcFkIAK,Prospecting,2026-12-31,,
hesedfoundation_opty,Hesed Foundation Grant Application,001Ox00001aKcFlIAK,Prospecting,2026-12-31,,
americanassociationofuniversitywomen_opty,American Association of University Women Grant Application,001Ox00001aKcFmIAK,Prospecting,2026-12-31,,
charlesafrueaufffoundationinc_opty,"Charles A. Frueauff Foundation, Inc. Grant Application",001Ox00001aKcFnIAK,Prospecting,2026-12-31,,
fordhamsreetfoundation_opty,Fordham Sreet Foundation Grant Application,001Ox00001aKcFoIAK,Prospecting,2026-12-31,,
wkkelloggfoundationnotaffiliatedwiththekelloggcompany_opty,W.K. Kellogg Foundation (not affiliated with the Kellogg company) Grant Application,001Ox00001aKcFpIAK,Prospecting,2026-12-31,,Grant range: Instrumentl shows average grant $65k
mamacashgranttheresiliencefund_opty,Mama Cash Grant - The Resilience Fund Grant Application,001Ox00001aKcFqIAK,Prospecting,2025-03-17,,"Grant range: €5,000 - €50,000"
cambiarthrivegrant_opty,Cambiar Thrive Grant Grant Application,001Ox00001aJTCPIA4,Application Submitted,2026-08-31,100000,"Grant range: $100,000"
billandmelindagatesfoundation_opty,Bill and Melinda Gates Foundation Grant Application,001Ox00001aJTCQIA4,Prospecting,2026-06-11,,
pershingsquarefoundation_opty,Pershing Square Foundation Grant Application,001Ox00001ayQ8yIAE,Prospecting,2026-12-31,,"Grant range: According to Instrumentl the average is $433,358"
investorsfoundation_opty,Investors Foundation Grant Application,001Ox00001aJTCSIA4,Prospecting,2026-08-01,,
patrickjmcgovernfoundation_opty,Patrick J McGovern Foundation Grant Application,001Ox00001aJTCTIA4,Prospecting,2026-12-31,,Grant range: 150k-500k
theupswingfund_opty,The Upswing Fund Grant Application,001Ox00001aJTCUIA4,Prospecting,2026-12-31,,Grant range: 10k-100k
bornthiswayfund_opty,Born This Way Fund Grant Application,001Ox00001aJTCVIA4,Prospecting,2026-12-31,,Grant range: up to 150k
themichaelsusandellfoundation_opty,The Michael & Susan Dell Foundation Grant Application,001Ox00001aJTCWIA4,Prospecting,2026-12-31,,Grant range: 50k +
theisabelallendefoundation_opty,The Isabel Allende Foundation Grant Application,001Ox00001aJTCXIA4,Prospecting,2026-12-31,,Grant range: --
stevenalexandracohenfoundation_opty,Steven & Alexandra Cohen Foundation Grant Application,001Ox00001aJTCYIA4,Prospecting,2026-12-31,100,Grant range: 100-200k
gilmorefoundationgrantsnyccommunities_opty,Gilmore Foundation Grants - NYC Communities Grant Application,001Ox00001aJTCZIA4,Prospecting,2026-12-31,,
collectivefuturefund_opty,Collective Future Fund Grant Application,001Ox00001aJTCaIAO,Prospecting,2026-12-31,,
monafoundation_opty,Mona Foundation Grant Application,001Ox00001aJTCbIAO,Prospecting,2026-12-31,,Grant range: $50k
globalfundforwomen_opty,Global Fund for Women Grant Application,001Ox00001aKbHdIAK,Prospecting,2026-12-31,,Grant range: --
globalfundforchildren_opty,Global Fund for Children Grant Application,001Ox00001aJTCcIAO,Prospecting,2026-12-31,,
comofoundationgrants_opty,COMO Foundation Grants Grant Application,001Ox00001aJTCdIAO,Prospecting,2026-12-31,,
canonusadonations_opty,Canon U.S.A Donations Grant Application,001Ox00001aJTCeIAO,Prospecting,2026-12-31,,
hearstfoundation_opty,Hearst Foundation Grant Application,001Ox00001aJTCfIAO,Prospecting,2026-12-31,,
feministmajorityfoundation_opty,Feminist Majority Foundation Grant Application,001Ox00001aJTCgIAO,Prospecting,2026-12-31,,Grant range: na
thetonyrobbinsfoundations_opty,The Tony Robbins Foundations Grant Application,001Ox00001aKI3ZIAW,Prospecting,2026-12-31,,"Grant range: Median grant amount $50,000 (Instrumentl)"
thetidesfoundation_opty,The Tides Foundation Grant Application,001Ox00001aJTChIAO,Prospecting,2026-12-31,,Grant range: 100k-500k
boacharitablefoundation_opty,BOA Charitable Foundation Grant Application,001Ox00001aJTCiIAO,Prospecting,2026-06-30,75000,"Grant range: $75,000"
aerierealfoundation_opty,Aerie Real Foundation Grant Application,001Ox00001aJTCjIAO,Prospecting,2026-06-27,10000,"Grant range: $10,000"
citifoundationgrant_opty,Citi Foundation Grant Grant Application,001Ox00001aJTCkIAO,Prospecting,2026-12-31,,Grant range: Unknown
thefordfoundationgoodneighborcommittee_opty,The Ford Foundation Good Neighbor Committee Grant Application,001Ox00001aJTClIAO,Prospecting,2026-09-30,30000,"Grant range: $30,000-$100,000"
charlesstewartmottfoundation_opty,Charles Stewart Mott Foundation Grant Application,001Ox00001aJTCmIAO,LOI Submitted,2026-12-31,,Grant range: Grants range from low thousands to millions - how can we determine how much to request?  - Request 25k
solonesummerfieldfoundation_opty,Solon E Summerfield Foundation Grant Application,001Ox00001aHKWeIAO,Prospecting,2026-12-31,,Grant range: Instumentl shares the average to be 129k
wkkelloggfoundation_opty,W.K. Kellogg Foundation Grant Application,001Ox00001aJTCnIAO,LOI Submitted,2026-12-31,50000,"Grant range: $50,000 - $500,000"
aauwcommunityactiongrant_opty,AAUW Community Action Grant Grant Application,001Ox00001aJTCoIAO,Prospecting,2026-10-31,2000,"Grant range: $2,000-$10,000"
thedavidprize_opty,The David Prize Grant Application,001Ox00001aJTCpIAO,Prospecting,2026-12-31,,"Grant range: $200,000 (typical award)"
brooklyncommunityfoundationgeneralfunding_opty,Brooklyn Community Foundation - General Funding Grant Application,001Ox00001aJTCqIAO,Prospecting,2026-09-30,,"Grant range: $45,000 for three years"
thelawrencefoundation_opty,The Lawrence Foundation Grant Application,001Ox00001ayQ8zIAE,Prospecting,2026-10-31,5000,"Grant range: $5,000-$10,000"
impact100_opty,Impact 100 Grant Application,001Ox00001aJTCsIAO,Prospecting,2026-10-29,100000,"Grant range: $100,000"
charleshaydenfoundation_opty,Charles Hayden Foundation Grant Application,001Ox00001aKbHnIAK,Prospecting,2026-12-31,,
footlockerfoundation_opty,Foot Locker Foundation Grant Application,001Ox00001V7FlJIAV,Prospecting,2026-12-31,25000,"Grant range: $25,000-$100,000"
kars4kids_opty,Kars4Kids Grant Application,001Ox00001aDMPBIA4,Application Submitted,2026-12-31,,"Grant range: $500 to $2,000"
robinhoodfoundation_opty,Robin Hood Foundation Grant Application,001Ox00001aDMPAIA4,Application Submitted,2026-12-31,100000,"Grant range: $100,000 - $1,600,000"
tigerfoundation_opty,Tiger Foundation Grant Application,001Ox00001aDMP9IAO,Application Submitted,2026-12-31,50000,"Grant range: $50,000 - $300,000 (Average $200,000)"
firsthorizonfoundation_opty,First Horizon Foundation Grant Application,001Ox00001aDMPCIA4,Prospecting,2026-12-31,,"Grant range: $5,000 to $25,000"
ichigofoundation_opty,Ichigo Foundation Grant Application,001Ox00001aDMPDIA4,Prospecting,2026-12-31,25000,"Grant range: $25,000-$250,000"
theawesomefoundation_opty,The Awesome Foundation Grant Application,001Ox00001aKbHVIA0,Prospecting,2026-12-31,1000,"Grant range: $1,000"
foresthillsstadiumcommunityfund_opty,Forest Hills Stadium Community Fund Grant Application,001Ox00001aDMPGIA4,Prospecting,2026-12-31,,"Grant range: Tier 1: up to $5000
Tier 2: $5000 - $10,000
Tier 3: $10,000 - $15,000"
markwahlbergyouthfoundation_opty,Mark Wahlberg Youth Foundation Grant Application,001Ox00001aKbHWIA0,Prospecting,2026-12-31,,Grant range: $50k
thetonyrobbinsfoundations_opty,The Tony Robbins Foundations Grant Application,001Ox00001aKI3ZIAW,Prospecting,2026-12-31,,"Grant range: Median grant amount $50,000 (Instrumentl)"
tdcharitablefoundation_opty,TD Charitable Foundation Grant Application,001Ox00001aKbHXIA0,Prospecting,2026-12-31,25000,"Grant range: $25,000-100,000"
venablefoundation_opty,Venable Foundation Grant Application,001Ox00001aKbHYIA0,Prospecting,2026-12-31,1000,"Grant range: $1,000-$10,000"
carmelhillfund_opty,Carmel Hill Fund Grant Application,001Ox00001aHKWsIAO,Prospecting,2026-12-31,25000,"Grant range: $25,000 - $250,000"
theclevelandhdodgefoundation_opty,The Cleveland H. Dodge Foundation Grant Application,001Ox00001aKbHZIA0,Prospecting,2026-12-31,10000,"Grant range: $10,000"
moodyfoundation_opty,Moody Foundation Grant Application,001Ox00001ayQ90IAE,Prospecting,2026-12-31,,"Grant range: Up to $300,000"
mckeenfund_opty,Mckeen Fund Grant Application,001Ox00001aKbHbIAK,Prospecting,2026-12-31,1000,"Grant range: $1,000 - $25,000"
theteaglefoundation_opty,The Teagle Foundation Grant Application,001Ox00001aKbHcIAK,Prospecting,2026-12-31,100000,"Grant range: $100,000 - $400,000"
globalfundforwomen_opty,Global Fund for Women Grant Application,001Ox00001aKbHdIAK,Prospecting,2026-12-31,2,Grant range: $2-20k
halfmydaf_opty,#HalfMyDaf Grant Application,001Ox00001aKbHeIAK,Prospecting,2026-12-31,,Grant range: $2.1M matching pool overall
bergerfamilyfoundation_opty,Berger Family Foundation Grant Application,001Ox00001aKbHfIAK,Prospecting,2026-12-31,10000,"Grant range: $10,000 - $100,000"
websterbankcharitablefoundation_opty,Webster Bank Charitable Foundation Grant Application,001Ox00001aKbHgIAK,Prospecting,2026-12-31,,"Grant range: 3,000 up to ~$444,000"
robertsterlingclarkfoundation_opty,Robert Sterling Clark Foundation Grant Application,001Ox00001aKbHhIAK,Prospecting,2026-12-31,40000,"Grant range: $40,000-$85,000"
thebobreneeparsonsfoundation_opty,The Bob & Renee Parsons Foundation Grant Application,001Ox00001aKbHiIAK,Prospecting,2026-12-31,,"Grant range: Wide range: ~$10k to $5,000,000+"
williamflorahewlettfoundation_opty,William & Flora Hewlett Foundation Grant Application,001Ox00001aKbHjIAK,Prospecting,2026-12-31,,Grant range: Varies widely; many multi-year awards.
newyorkwomensfoundation_opty,New York Women's Foundation Grant Application,001Ox00001aKbHkIAK,Prospecting,2026-12-31,10000,"Grant range: $10,000 - $100,000 (average $50,000)"
newyorkcommunitytrust_opty,New York Community Trust Grant Application,001Ox00001V7FlNIAV,Prospecting,2026-12-31,,"Grant range: Varies (often $10,000-$200,000+)"
altmanfoundation_opty,Altman Foundation Grant Application,001Ox00001aKbHlIAK,Prospecting,2026-12-31,50000,"Grant range: $50,000 - $450,000"
thepinkertonfoundation_opty,The Pinkerton Foundation Grant Application,001Ox00001ayQ91IAE,Prospecting,2026-12-31,25000,"Grant range: $25,000 - $850,000"
charleshaydenfoundation_opty,Charles Hayden Foundation Grant Application,001Ox00001aKbHnIAK,Prospecting,2026-12-31,,"Grant range: $16,700,000 (based on 2022 tax data)"
mertzgilmorefoundation_opty,Mertz Gilmore Foundation Grant Application,001Ox00001aKbHoIAK,Prospecting,2026-12-31,1000,"Grant range: $1,000 - $500,000"
bronxcommunityfoundation_opty,Bronx Community Foundation Grant Application,001Ox00001aKbHpIAK,Prospecting,2026-12-31,,"Grant range: Average - $10,000"
theeisnerfoundation_opty,The Eisner Foundation Grant Application,001Ox00001aKbHqIAK,Prospecting,2026-12-31,100000,"Grant range: $100,000 - $300,000"
thestavrosniarchosfoundationnyc_opty,The Stavros Niarchos Foundation (NYC) Grant Application,001Ox00001aKbHrIAK,Prospecting,2026-12-31,200000,"Grant range: $200,000 - $500,000"
kresgefoundationnycoffice_opty,Kresge Foundation (NYC office) Grant Application,001Ox00001aKbHsIAK,Prospecting,2026-12-31,5000,"Grant range: $5,000 - $5,000,000+ (most grants $100,000 - $350,000)"
citizensphilanthropicfoundation_opty,Citizens Philanthropic Foundation Grant Application,001Ox00001aKbHtIAK,Prospecting,2026-12-31,,"Grant range: up to $500,000"
henryenilesfoundation_opty,Henry E. Niles Foundation Grant Application,001Ox00001aKbHuIAK,Prospecting,2026-12-31,2500,"Grant range: $2,500 - $50,000"
hydeandwatsonfoundation_opty,Hyde and Watson Foundation Grant Application,001Ox00001V7FkxIAF,Prospecting,2026-12-31,5000,"Grant range: $5,000 - $20,000."
standtogetherfoundation_opty,Stand Together Foundation Grant Application,001Ox00001aKbHvIAK,Prospecting,2026-12-31,,"Grant range: up to $200,000"
