"sf__Id","sf__Error",Id
"001Ox00001aExOnIAK","DELETE_FAILED:Your attempt to delete Balveer Singh and Balveer Singh Rathore Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Balveer Singh Rathore Household $50 Donation 12/31/2026, Balveer Singh Rathore Household $50 Donation 12/31/2025, Balveer Singh and Balveer Singh Rathore Household $50 Donation 12/31/2026, Balveer Singh and Balveer Singh Rathore Household $50 Donation 12/31/2025
:--","001Ox00001aExOnIAK"
"001Ox00001aExOoIAK","DELETE_FAILED:Your attempt to delete Rajiv and Rajiv Kachappilly Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Rajiv Kachappilly Household $38 Donation 12/31/2026, Rajiv and Rajiv Kachappilly Household $38 Donation 12/31/2026
:--","001Ox00001aExOoIAK"
"001Ox00001aExOpIAK","DELETE_FAILED:Your attempt to delete Kathleen and Kathleen Malpica Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Kathleen Malpica Household $24 Donation 12/31/2026, Kathleen Malpica Household $29 Donation 12/31/2025, Kathleen Malpica Household $45 Donation 12/31/2024, Kathleen and Kathleen Malpica Household $24 Donation 12/31/2026, ..., ...
:--","001Ox00001aExOpIAK"
"001Ox00001aExOqIAK","DELETE_FAILED:Your attempt to delete Rofiat and Rofiat Olasunkanmi Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Rofiat Olasunkanmi Household $50 Donation 12/31/2026, Rofiat and Rofiat Olasunkanmi Household $50 Donation 12/31/2026
:--","001Ox00001aExOqIAK"
"001Ox00001aExOrIAK","DELETE_FAILED:Your attempt to delete Michael and Michael Knight Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Michael Knight Household $50 Donation 12/31/2025, Michael and Michael Knight Household $50 Donation 12/31/2025
:--","001Ox00001aExOrIAK"
"001Ox00001aExOsIAK","DELETE_FAILED:Your attempt to delete Victoria and Victoria Gobbo Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Victoria Gobbo Household $17 Donation 12/31/2025, Victoria and Victoria Gobbo Household $17 Donation 12/31/2025
:--","001Ox00001aExOsIAK"
"001Ox00001aExOtIAK","DELETE_FAILED:Your attempt to delete Johanna and Johanna Ospina Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Johanna Ospina Household $19 Donation 12/31/2025, Johanna and Johanna Ospina Household $19 Donation 12/31/2025
:--","001Ox00001aExOtIAK"
"001Ox00001aExOuIAK","DELETE_FAILED:Your attempt to delete Omari and Omari Holtz Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Omari Holtz Household $50 Donation 12/31/2025, Omari and Omari Holtz Household $50 Donation 12/31/2025
:--","001Ox00001aExOuIAK"
"001Ox00001aExOvIAK","DELETE_FAILED:Your attempt to delete Simon and Simon Gibson Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Simon Gibson Household $50 Donation 12/31/2025, Simon and Simon Gibson Household $50 Donation 12/31/2025
:--","001Ox00001aExOvIAK"
"001Ox00001aExOwIAK","DELETE_FAILED:Your attempt to delete Lindsay and Lindsay Marnet Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Lindsay Marnet Household $50 Donation 12/31/2025, Lindsay and Lindsay Marnet Household $50 Donation 12/31/2025
:--","001Ox00001aExOwIAK"
"001Ox00001aExOxIAK","DELETE_FAILED:Your attempt to delete Rush and Rush Urschel Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Rush Urschel Household $10 Donation 12/31/2025, Rush and Rush Urschel Household $10 Donation 12/31/2025
:--","001Ox00001aExOxIAK"
"001Ox00001aExOyIAK","DELETE_FAILED:Your attempt to delete Jasmine and Jasmine Rodriguez Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Jasmine Rodriguez Household $50 Donation 12/31/2025, Jasmine and Jasmine Rodriguez Household $50 Donation 12/31/2025
:--","001Ox00001aExOyIAK"
"001Ox00001aExOzIAK","DELETE_FAILED:Your attempt to delete George and George Kesse Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: George Kesse Household $50 Donation 12/31/2025, George and George Kesse Household $50 Donation 12/31/2025
:--","001Ox00001aExOzIAK"
"001Ox00001aExP0IAK","DELETE_FAILED:Your attempt to delete Odalys and Odalys Ramos and Friends Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Odalys Ramos Household $24 Donation 12/31/2025, Odalys Ramos Household $45 Donation 12/31/2024, Odalys Ramos Household $50 Donation 12/31/2024, Odalys and Odalys Ramos Household $24 Donation 12/31/2025, ..., ...
:--","001Ox00001aExP0IAK"
"001Ox00001aExP1IAK","DELETE_FAILED:Your attempt to delete Maria and Maria Ferrandina Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Maria Ferrandina Household $29 Donation 12/31/2025, Maria Ferrandina Household $70 Donation 12/31/2024, Maria and Maria Ferrandina Household $29 Donation 12/31/2025, Maria and Maria Ferrandina Household $70 Donation 12/31/2024
:--","001Ox00001aExP1IAK"
"001Ox00001aExP2IAK","DELETE_FAILED:Your attempt to delete Karen and Karen Drezner Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Karen Drezner Household $25 Donation 12/31/2025, Karen and Karen Drezner Household $25 Donation 12/31/2025
:--","001Ox00001aExP2IAK"
"001Ox00001aExP3IAK","DELETE_FAILED:Your attempt to delete Sayon and Sayon Camara Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Sayon Camara Household $20 Donation 12/31/2025, Sayon and Sayon Camara Household $20 Donation 12/31/2025
:--","001Ox00001aExP3IAK"
"001Ox00001aExP4IAK","DELETE_FAILED:Your attempt to delete Steven and Steven Davenport Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Steven Davenport Household $3 Donation 12/31/2025, Steven and Steven Davenport Household $3 Donation 12/31/2025
:--","001Ox00001aExP4IAK"
"001Ox00001aExP5IAK","DELETE_FAILED:Your attempt to delete Justin and Justin Bourguignon Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Justin Bourguignon Household $50 Donation 12/31/2025, Justin and Justin Bourguignon Household $50 Donation 12/31/2025
:--","001Ox00001aExP5IAK"
"001Ox00001aExP6IAK","DELETE_FAILED:Your attempt to delete Christine and Christine Kelly Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Christine Kelly Household $45 Donation 12/31/2024, Christine and Christine Kelly Household $45 Donation 12/31/2024
:--","001Ox00001aExP6IAK"
"001Ox00001aExP7IAK","DELETE_FAILED:Your attempt to delete John and John Burke Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: John Burke Household $45 Donation 12/31/2024, John and John Burke Household $45 Donation 12/31/2024
:--","001Ox00001aExP7IAK"
"001Ox00001aExP8IAK","DELETE_FAILED:Your attempt to delete Maylin and Maylin Sinclair Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Maylin Sinclair Household $45 Donation 12/31/2024, Maylin and Maylin Sinclair Household $45 Donation 12/31/2024
:--","001Ox00001aExP8IAK"
"001Ox00001aExP9IAK","DELETE_FAILED:Your attempt to delete Walter and Walter Luna de Leon and Friends Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Walter Luna de Leon Household $45 Donation 12/31/2024, Walter Luna de Leon Household $50 Donation 12/31/2024, Walter and Walter Luna de Leon Household $45 Donation 12/31/2024, Walter and Walter Luna de Leon Household $50 Donation 12/31/2024
:--","001Ox00001aExP9IAK"
"001Ox00001aExPAIA0","DELETE_FAILED:Your attempt to delete Tetiana and Tetiana Sergiienko Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Tetiana Sergiienko Household $45 Donation 12/31/2024, Tetiana and Tetiana Sergiienko Household $45 Donation 12/31/2024
:--","001Ox00001aExPAIA0"
"001Ox00001aExPBIA0","DELETE_FAILED:Your attempt to delete Maggie and Maggie Inirio-Akuetey Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Maggie Inirio-Akuetey Household $50 Donation 12/31/2024, Maggie and Maggie Inirio-Akuetey Household $50 Donation 12/31/2024
:--","001Ox00001aExPBIA0"
"001Ox00001aExPCIA0","DELETE_FAILED:Your attempt to delete Shaniqua and Shaniqua Andrews Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Shaniqua Andrews Household $40 Donation 12/31/2024, Shaniqua and Shaniqua Andrews Household $40 Donation 12/31/2024
:--","001Ox00001aExPCIA0"
"001Ox00001aExPDIA0","DELETE_FAILED:Your attempt to delete Celeste and Celeste Franco Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Celeste Franco Household $20 Donation 12/31/2024, Celeste and Celeste Franco Household $20 Donation 12/31/2024
:--","001Ox00001aExPDIA0"
"001Ox00001aExPEIA0","DELETE_FAILED:Your attempt to delete Beatriz and Beatriz Vargas Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Beatriz Vargas Household $50 Donation 12/31/2024, Beatriz and Beatriz Vargas Household $50 Donation 12/31/2024
:--","001Ox00001aExPEIA0"
"001Ox00001aExPFIA0","DELETE_FAILED:Your attempt to delete Antonella and Antonella Giovannetti Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Antonella Giovannetti Household $50 Donation 12/31/2024, Antonella and Antonella Giovannetti Household $50 Donation 12/31/2024
:--","001Ox00001aExPFIA0"
"001Ox00001aExPGIA0","DELETE_FAILED:Your attempt to delete Kate and Kate Zolotkovsky Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Kate Zolotkovsky Household $100 Donation 12/31/2024, Kate and Kate Zolotkovsky Household $100 Donation 12/31/2024
:--","001Ox00001aExPGIA0"
"001Ox00001aExPHIA0","DELETE_FAILED:Your attempt to delete Maria Christina and Maria Christina Albino Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Maria Christina Albino Household $25 Donation 12/31/2024, Maria Christina and Maria Christina Albino Household $25 Donation 12/31/2024
:--","001Ox00001aExPHIA0"
"001Ox00001aExPIIA0","DELETE_FAILED:Your attempt to delete Tiffany and Tiffany Yuen Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Tiffany Yuen Household $50 Donation 12/31/2024, Tiffany and Tiffany Yuen Household $50 Donation 12/31/2024
:--","001Ox00001aExPIIA0"
"001Ox00001aExPJIA0","DELETE_FAILED:Your attempt to delete Cynthia and Cynthia Gresham Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Cynthia Gresham Household $25 Donation 12/31/2024, Cynthia and Cynthia Gresham Household $25 Donation 12/31/2024
:--","001Ox00001aExPJIA0"
"001Ox00001aExPMIA0","DELETE_FAILED:Your attempt to delete Arlene and Arlene Williams Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Arlene Williams Household $25 Donation 12/31/2024, Arlene and Arlene Williams Household $25 Donation 12/31/2024
:--","001Ox00001aExPMIA0"
"001Ox00001aExPNIA0","DELETE_FAILED:Your attempt to delete Fernando and Fernando Bohorquez Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Fernando Bohorquez Household $100 Donation 12/31/2024, Fernando and Fernando Bohorquez Household $100 Donation 12/31/2024
:--","001Ox00001aExPNIA0"
"001Ox00001aExPOIA0","DELETE_FAILED:Your attempt to delete Paulina and Paulina Linares Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Paulina Linares Household $20 Donation 12/31/2024, Paulina and Paulina Linares Household $20 Donation 12/31/2024
:--","001Ox00001aExPOIA0"
"001Ox00001aExPPIA0","DELETE_FAILED:Your attempt to delete Mayela and Mayela Calderon Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Mayela Calderon Household $20 Donation 12/31/2024, Mayela and Mayela Calderon Household $20 Donation 12/31/2024
:--","001Ox00001aExPPIA0"
"001Ox00001aExPQIA0","DELETE_FAILED:Your attempt to delete Marjorie and Marjorie Cariello Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Marjorie Cariello Household $50 Donation 12/31/2024, Marjorie and Marjorie Cariello Household $50 Donation 12/31/2024
:--","001Ox00001aExPQIA0"
"001Ox00001aExPRIA0","DELETE_FAILED:Your attempt to delete Kim and Kim Alilou Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Kim Alilou Household $74 Donation 12/31/2023, Kim Alilou Household $79 Donation 12/31/2022, Kim and Kim Alilou Household $74 Donation 12/31/2023, Kim and Kim Alilou Household $79 Donation 12/31/2022
:--","001Ox00001aExPRIA0"
"001Ox00001aExPSIA0","DELETE_FAILED:Your attempt to delete Emilie and Emilie Perez Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Emilie Perez Household $50 Donation 12/31/2023, Emilie and Emilie Perez Household $50 Donation 12/31/2023
:--","001Ox00001aExPSIA0"
"001Ox00001aExPTIA0","DELETE_FAILED:Your attempt to delete Irgelkha and Irgelkha Mejia Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Irgelkha Mejia Household $76 Donation 12/31/2022, Irgelkha and Irgelkha Mejia Household $76 Donation 12/31/2022
:--","001Ox00001aExPTIA0"
"001Ox00001aExPUIA0","DELETE_FAILED:Your attempt to delete Eric and Eric Gregware and Friends Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Eric Gregware Household $50 Donation 12/31/2022, Eric Gregware Household $26 Donation 12/31/2022, Eric and Eric Gregware Household $50 Donation 12/31/2022, Eric and Eric Gregware Household $26 Donation 12/31/2022
:--","001Ox00001aExPUIA0"
"001Ox00001aExPVIA0","DELETE_FAILED:Your attempt to delete Nelson and Nelson Chu Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Nelson Chu Household $50 Donation 12/31/2022, Nelson and Nelson Chu Household $50 Donation 12/31/2022
:--","001Ox00001aExPVIA0"
"001Ox00001aExPWIA0","DELETE_FAILED:Your attempt to delete Esteban and Esteban Perez-Hemminger Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Esteban Perez-Hemminger Household $50 Donation 12/31/2022, Esteban and Esteban Perez-Hemminger Household $50 Donation 12/31/2022
:--","001Ox00001aExPWIA0"
"001Ox00001aExPXIA0","DELETE_FAILED:Your attempt to delete Cynthia and Cynthia Reddrick Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Cynthia Reddrick Household $50 Donation 12/31/2022, Cynthia and Cynthia Reddrick Household $50 Donation 12/31/2022
:--","001Ox00001aExPXIA0"
"001Ox00001aExPYIA0","DELETE_FAILED:Your attempt to delete Cindy and Cindy Levano Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Cindy Levano Household $50 Donation 12/31/2022, Cindy and Cindy Levano Household $50 Donation 12/31/2022
:--","001Ox00001aExPYIA0"
"001Ox00001aExPaIAK","DELETE_FAILED:Your attempt to delete Tiago and Tiago Rachelson Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Tiago Rachelson Household $25 Donation 12/31/2022, Tiago and Tiago Rachelson Household $25 Donation 12/31/2022
:--","001Ox00001aExPaIAK"
"001Ox00001aExPbIAK","DELETE_FAILED:Your attempt to delete Laura Fabiola and Laura Fabiola Watts Cesena Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Laura Fabiola Watts Cesena Household $10 Donation 12/31/2022, Laura Fabiola and Laura Fabiola Watts Cesena Household $10 Donation 12/31/2022
:--","001Ox00001aExPbIAK"
"001Ox00001aExPcIAK","DELETE_FAILED:Your attempt to delete Catalina and Catalina Castillo del Moral Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Catalina Castillo del Moral Household $10 Donation 12/31/2022, Catalina and Catalina Castillo del Moral Household $10 Donation 12/31/2022
:--","001Ox00001aExPcIAK"
"001Ox00001aExPdIAK","DELETE_FAILED:Your attempt to delete Mariela and Mariela Batista Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Mariela Batista Household $5 Donation 12/31/2022, Mariela and Mariela Batista Household $5 Donation 12/31/2022
:--","001Ox00001aExPdIAK"
"001Ox00001aExPeIAK","DELETE_FAILED:Your attempt to delete Alexandria and Alexandria Fernandez Household could not be completed because some opportunities in that account were closed won. The opportunities that could not be deleted are shown below.: Alexandria Fernandez Household $5 Donation 12/31/2022, Alexandria and Alexandria Fernandez Household $5 Donation 12/31/2022
:--","001Ox00001aExPeIAK"
